Date,Expiry,Strike,Call,Put,Underlying Value
18-Mar-19,28-Mar-19,8100,2609.7,18.4,11462.2
18-Mar-19,28-Mar-19,8200,2520.85,22.4,11462.2
18-Mar-19,28-Mar-19,8300,2432.65,27.1,11462.2
18-Mar-19,28-Mar-19,8400,2345.25,32.55,11462.2
18-Mar-19,28-Mar-19,8500,2985.55,1,11462.2
18-Mar-19,28-Mar-19,8600,2882,3,11462.2
18-Mar-19,28-Mar-19,8700,2700,0.75,11462.2
18-Mar-19,28-Mar-19,8800,2005,0.05,11462.2
18-Mar-19,28-Mar-19,8900,1922.75,74.4,11462.2
18-Mar-19,28-Mar-19,9000,2469.5,1.7,11462.2
18-Mar-19,28-Mar-19,9100,2180.55,1.55,11462.2
18-Mar-19,28-Mar-19,9150,1685.15,6.15,11462.2
18-Mar-19,28-Mar-19,9200,1865,1.5,11462.2
18-Mar-19,28-Mar-19,9250,1589.45,8.7,11462.2
18-Mar-19,28-Mar-19,9300,2175.9,1.2,11462.2
18-Mar-19,28-Mar-19,9350,1615.35,13.25,11462.2
18-Mar-19,28-Mar-19,9400,2085,1.1,11462.2
18-Mar-19,28-Mar-19,9450,1521.7,0.4,11462.2
18-Mar-19,28-Mar-19,9500,1986.05,1.85,11462.2
18-Mar-19,28-Mar-19,9550,1429.35,23.6,11462.2
18-Mar-19,28-Mar-19,9600,1894.2,2.55,11462.2
18-Mar-19,28-Mar-19,9650,1338.45,30.85,11462.2
18-Mar-19,28-Mar-19,9700,1745.85,2.85,11462.2
18-Mar-19,28-Mar-19,9750,1249.25,39.8,11462.2
18-Mar-19,28-Mar-19,9800,1686.65,2.85,11462.2
18-Mar-19,28-Mar-19,9850,1162.05,50.75,11462.2
18-Mar-19,28-Mar-19,9900,1589.45,2.85,11462.2
18-Mar-19,28-Mar-19,9950,1077.05,63.9,11462.2
18-Mar-19,28-Mar-19,10000,1465.25,2.85,11462.2
18-Mar-19,28-Mar-19,10050,994.6,79.6,11462.2
18-Mar-19,28-Mar-19,10100,1361.3,3.1,11462.2
18-Mar-19,28-Mar-19,10150,1344.3,5.5,11462.2
18-Mar-19,28-Mar-19,10200,1262.05,3.35,11462.2
18-Mar-19,28-Mar-19,10250,838.2,6,11462.2
18-Mar-19,28-Mar-19,10300,1188.2,4.1,11462.2
18-Mar-19,28-Mar-19,10350,912.75,1.35,11462.2
18-Mar-19,28-Mar-19,10400,1085.8,4.85,11462.2
18-Mar-19,28-Mar-19,10450,911.8,6.1,11462.2
18-Mar-19,28-Mar-19,10500,992.25,6.3,11462.2
18-Mar-19,28-Mar-19,10550,540.2,6.7,11462.2
18-Mar-19,28-Mar-19,10600,897.05,7.5,11462.2
18-Mar-19,28-Mar-19,10650,789.15,7,11462.2
18-Mar-19,28-Mar-19,10700,797.25,8,11462.2
18-Mar-19,28-Mar-19,10750,752.5,8.7,11462.2
18-Mar-19,28-Mar-19,10800,694.15,8.95,11462.2
18-Mar-19,28-Mar-19,10850,651.75,10.35,11462.2
18-Mar-19,28-Mar-19,10900,597.25,11,11462.2
18-Mar-19,28-Mar-19,10950,551.35,13.15,11462.2
18-Mar-19,28-Mar-19,11000,502.85,15.2,11462.2
18-Mar-19,28-Mar-19,11050,465,17.75,11462.2
18-Mar-19,28-Mar-19,11100,406.95,20.2,11462.2
18-Mar-19,28-Mar-19,11150,366.35,25.05,11462.2
18-Mar-19,28-Mar-19,11200,317.25,30.2,11462.2
18-Mar-19,28-Mar-19,11250,284.35,37.05,11462.2
18-Mar-19,28-Mar-19,11300,235,46.15,11462.2
18-Mar-19,28-Mar-19,11350,200.5,56.95,11462.2
18-Mar-19,28-Mar-19,11400,162.9,69.95,11462.2
18-Mar-19,28-Mar-19,11450,132.1,86.25,11462.2
18-Mar-19,28-Mar-19,11500,101.75,107.5,11462.2
19-Mar-19,28-Mar-19,11550,102.1,82.7,11532.4
19-Mar-19,28-Mar-19,11600,74.3,103.9,11532.4
19-Mar-19,28-Mar-19,11650,53.55,134.9,11532.4
19-Mar-19,28-Mar-19,11700,37.6,164.75,11532.4
19-Mar-19,28-Mar-19,11750,25.25,230,11532.4
19-Mar-19,28-Mar-19,11800,16.7,247.85,11532.4
19-Mar-19,28-Mar-19,11850,10.85,963.75,11532.4
19-Mar-19,28-Mar-19,11900,7.85,330.85,11532.4
19-Mar-19,28-Mar-19,11950,5.7,1044.75,11532.4
19-Mar-19,28-Mar-19,12000,5.15,425.9,11532.4
19-Mar-19,28-Mar-19,12050,79.9,1128.05,11532.4
19-Mar-19,28-Mar-19,12100,3.15,578.85,11532.4
19-Mar-19,28-Mar-19,12150,67.05,1213.35,11532.4
19-Mar-19,28-Mar-19,12200,2.35,628.3,11532.4
19-Mar-19,28-Mar-19,12250,19.95,1300.45,11532.4
19-Mar-19,28-Mar-19,12300,2,800,11532.4
19-Mar-19,28-Mar-19,12350,7.4,1319.1,11532.4
19-Mar-19,28-Mar-19,12400,2,819.5,11532.4
19-Mar-19,28-Mar-19,12450,7.85,1325.6,11532.4
19-Mar-19,28-Mar-19,12500,1.75,929.9,11532.4
19-Mar-19,28-Mar-19,12550,3.65,1361.2,11532.4
19-Mar-19,28-Mar-19,12600,0.6,1030,11532.4
19-Mar-19,28-Mar-19,12650,0.05,1439.7,11532.4
19-Mar-19,28-Mar-19,12700,1.7,1808.9,11532.4
19-Mar-19,28-Mar-19,12750,0.05,1408.6,11532.4
19-Mar-19,28-Mar-19,12800,1.95,1822,11532.4
19-Mar-19,28-Mar-19,12850,0.05,1470.2,11532.4
19-Mar-19,28-Mar-19,12900,2,1797.5,11532.4
19-Mar-19,28-Mar-19,12950,0.05,1495,11532.4
19-Mar-19,28-Mar-19,13000,1.05,1417.5,11532.4
19-Mar-19,28-Mar-19,13100,80.35,1680.95,11532.4
19-Mar-19,28-Mar-19,13200,58.4,1645.8,11532.4
19-Mar-19,28-Mar-19,13300,1.5,1719.55,11532.4
19-Mar-19,28-Mar-19,13400,3,1741.3,11532.4
19-Mar-19,28-Mar-19,13500,1.2,1950,11532.4
19-Mar-19,28-Mar-19,13600,0.6,1799,11532.4
19-Mar-19,28-Mar-19,13700,2,1799.15,11532.4
19-Mar-19,28-Mar-19,13800,3,1813.35,11532.4
19-Mar-19,28-Mar-19,13900,19.85,1832.05,11532.4
19-Mar-19,28-Mar-19,14000,1.2,2429.45,11532.4
19-Mar-19,28-Mar-19,14100,0.55,2557.95,11532.4
19-Mar-19,28-Mar-19,7600,3893.8,0.5,11532.4
19-Mar-19,28-Mar-19,7700,2970.55,0.05,11532.4
19-Mar-19,28-Mar-19,7800,2879.65,9.75,11532.4
19-Mar-19,28-Mar-19,7900,2789.15,1.6,11532.4
19-Mar-19,28-Mar-19,8000,3563,0.35,11532.4
19-Mar-19,28-Mar-19,8100,2609.7,18.4,11532.4
19-Mar-19,28-Mar-19,8200,2520.85,22.4,11532.4
19-Mar-19,28-Mar-19,8300,2432.65,27.1,11532.4
19-Mar-19,28-Mar-19,8400,2345.25,32.55,11532.4
19-Mar-19,28-Mar-19,8500,3047.95,1,11532.4
19-Mar-19,28-Mar-19,8600,2932.5,3,11532.4
19-Mar-19,28-Mar-19,8700,2815,0.15,11532.4
19-Mar-19,28-Mar-19,8800,2005,0.1,11532.4
19-Mar-19,28-Mar-19,8900,1922.75,0.1,11532.4
19-Mar-19,28-Mar-19,9000,2566.4,1.5,11532.4
19-Mar-19,28-Mar-19,9100,2180.55,1.55,11532.4
19-Mar-19,28-Mar-19,9150,1685.15,6.15,11532.4
19-Mar-19,28-Mar-19,9200,1865,1.5,11532.4
19-Mar-19,28-Mar-19,9250,1589.45,8.7,11532.4
19-Mar-19,28-Mar-19,9300,2175.9,1.2,11532.4
19-Mar-19,28-Mar-19,9350,1615.35,13.25,11532.4
19-Mar-19,28-Mar-19,9400,2085,0.9,11532.4
19-Mar-19,28-Mar-19,9450,1521.7,0.4,11532.4
19-Mar-19,28-Mar-19,9500,2063.15,1.5,11532.4
19-Mar-19,28-Mar-19,9550,1429.35,23.6,11532.4
19-Mar-19,28-Mar-19,9600,1965.25,2.25,11532.4
19-Mar-19,28-Mar-19,9650,1338.45,30.85,11532.4
19-Mar-19,28-Mar-19,9700,1745.85,2.75,11532.4
19-Mar-19,28-Mar-19,9750,1249.25,39.8,11532.4
19-Mar-19,28-Mar-19,9800,1695,2.7,11532.4
19-Mar-19,28-Mar-19,9850,1162.05,50.75,11532.4
19-Mar-19,28-Mar-19,9900,1658,2.8,11532.4
19-Mar-19,28-Mar-19,9950,1077.05,63.9,11532.4
19-Mar-19,28-Mar-19,10000,1567.25,2.75,11532.4
19-Mar-19,28-Mar-19,10050,994.6,79.6,11532.4
19-Mar-19,28-Mar-19,10100,1395.9,2.4,11532.4
19-Mar-19,28-Mar-19,10150,1344.3,5.5,11532.4
19-Mar-19,28-Mar-19,10200,1350.2,2.45,11532.4
19-Mar-19,28-Mar-19,10250,838.2,4.65,11532.4
19-Mar-19,28-Mar-19,10300,1270.95,2.85,11532.4
19-Mar-19,28-Mar-19,10350,912.75,2.1,11532.4
19-Mar-19,28-Mar-19,10400,1154,3.75,11532.4
19-Mar-19,28-Mar-19,10450,911.8,4.5,11532.4
19-Mar-19,28-Mar-19,10500,1067.4,4.8,11532.4
19-Mar-19,28-Mar-19,10550,540.2,4.6,11532.4
19-Mar-19,28-Mar-19,10600,976.5,5.55,11532.4
19-Mar-19,28-Mar-19,10650,789.15,4.75,11532.4
19-Mar-19,28-Mar-19,10700,870.35,5.75,11532.4
19-Mar-19,28-Mar-19,10750,775.6,6.1,11532.4
19-Mar-19,28-Mar-19,10800,772.5,6,11532.4
19-Mar-19,28-Mar-19,10850,727.3,6.7,11532.4
19-Mar-19,28-Mar-19,10900,663,6.9,11532.4
19-Mar-19,28-Mar-19,10950,600,7.8,11532.4
19-Mar-19,28-Mar-19,11000,567.75,8.2,11532.4
19-Mar-19,28-Mar-19,11050,512.75,9.7,11532.4
19-Mar-19,28-Mar-19,11100,475.8,10.4,11532.4
19-Mar-19,28-Mar-19,11150,430,12.95,11532.4
19-Mar-19,28-Mar-19,11200,379.15,14.9,11532.4
19-Mar-19,28-Mar-19,11250,338.25,19.3,11532.4
19-Mar-19,28-Mar-19,11300,293.1,23.5,11532.4
19-Mar-19,28-Mar-19,11350,247.2,30,11532.4
19-Mar-19,28-Mar-19,11400,206.2,38.85,11532.4
19-Mar-19,28-Mar-19,11450,166.75,49.6,11532.4
19-Mar-19,28-Mar-19,11500,132.35,64.95,11532.4
20-Mar-19,28-Mar-19,11550,81.85,75.3,11521.05
20-Mar-19,28-Mar-19,11600,58.2,100.15,11521.05
20-Mar-19,28-Mar-19,11650,37.95,128.85,11521.05
20-Mar-19,28-Mar-19,11700,24.6,165.55,11521.05
20-Mar-19,28-Mar-19,11750,14.05,204.15,11521.05
20-Mar-19,28-Mar-19,11800,9.1,248.9,11521.05
20-Mar-19,28-Mar-19,11850,5.85,963.75,11521.05
20-Mar-19,28-Mar-19,11900,4.15,342.85,11521.05
20-Mar-19,28-Mar-19,11950,3.15,1044.75,11521.05
20-Mar-19,28-Mar-19,12000,2.65,435.3,11521.05
20-Mar-19,28-Mar-19,12050,79.9,1128.05,11521.05
20-Mar-19,28-Mar-19,12100,1.8,578.85,11521.05
20-Mar-19,28-Mar-19,12150,67.05,1213.35,11521.05
20-Mar-19,28-Mar-19,12200,1.5,635,11521.05
20-Mar-19,28-Mar-19,12250,19.95,1300.45,11521.05
20-Mar-19,28-Mar-19,12300,1.45,800,11521.05
20-Mar-19,28-Mar-19,12350,7.4,1319.1,11521.05
20-Mar-19,28-Mar-19,12400,1.35,820,11521.05
20-Mar-19,28-Mar-19,12450,7.85,1325.6,11521.05
20-Mar-19,28-Mar-19,12500,1.2,942.05,11521.05
20-Mar-19,28-Mar-19,12550,3.65,1361.2,11521.05
20-Mar-19,28-Mar-19,12600,1.4,1030,11521.05
20-Mar-19,28-Mar-19,12650,0.05,1439.7,11521.05
20-Mar-19,28-Mar-19,12700,1.7,1808.9,11521.05
20-Mar-19,28-Mar-19,12750,1.8,1408.6,11521.05
20-Mar-19,28-Mar-19,12800,0.6,1822,11521.05
20-Mar-19,28-Mar-19,12850,0.05,1470.2,11521.05
20-Mar-19,28-Mar-19,12900,2,1797.5,11521.05
20-Mar-19,28-Mar-19,12950,0.05,1495,11521.05
20-Mar-19,28-Mar-19,13000,0.95,1438.85,11521.05
20-Mar-19,28-Mar-19,13050,0.05,1494.35,11521.05
20-Mar-19,28-Mar-19,13100,80.35,1680.95,11521.05
20-Mar-19,28-Mar-19,13200,58.4,1645.8,11521.05
20-Mar-19,28-Mar-19,13300,1.5,1719.55,11521.05
20-Mar-19,28-Mar-19,13400,3,1741.3,11521.05
20-Mar-19,28-Mar-19,13500,0.4,1924.35,11521.05
20-Mar-19,28-Mar-19,13600,0.6,1799,11521.05
20-Mar-19,28-Mar-19,13700,2,1799.15,11521.05
20-Mar-19,28-Mar-19,13800,3,1813.35,11521.05
20-Mar-19,28-Mar-19,13900,19.85,1832.05,11521.05
20-Mar-19,28-Mar-19,14000,0.7,2430.05,11521.05
20-Mar-19,28-Mar-19,14100,1.45,2545.35,11521.05
20-Mar-19,28-Mar-19,7600,3948.1,0.5,11521.05
20-Mar-19,28-Mar-19,7700,2970.55,0.05,11521.05
20-Mar-19,28-Mar-19,7800,2879.65,9.75,11521.05
20-Mar-19,28-Mar-19,7900,2789.15,1.6,11521.05
20-Mar-19,28-Mar-19,8000,3548.55,0.55,11521.05
20-Mar-19,28-Mar-19,8100,2609.7,18.4,11521.05
20-Mar-19,28-Mar-19,8200,2520.85,22.4,11521.05
20-Mar-19,28-Mar-19,8300,2432.65,27.1,11521.05
20-Mar-19,28-Mar-19,8400,2345.25,32.55,11521.05
20-Mar-19,28-Mar-19,8500,3043.2,0.8,11521.05
20-Mar-19,28-Mar-19,8600,2944,3,11521.05
20-Mar-19,28-Mar-19,8700,2825,0.15,11521.05
20-Mar-19,28-Mar-19,8800,2005,0.1,11521.05
20-Mar-19,28-Mar-19,8900,1922.75,1,11521.05
20-Mar-19,28-Mar-19,9000,2548.95,1.65,11521.05
20-Mar-19,28-Mar-19,9100,2180.55,1.75,11521.05
20-Mar-19,28-Mar-19,9150,1685.15,6.15,11521.05
20-Mar-19,28-Mar-19,9200,1865,1.5,11521.05
20-Mar-19,28-Mar-19,9250,1589.45,8.7,11521.05
20-Mar-19,28-Mar-19,9300,2175.9,1.2,11521.05
20-Mar-19,28-Mar-19,9350,1615.35,13.25,11521.05
20-Mar-19,28-Mar-19,9400,2158.75,0.7,11521.05
20-Mar-19,28-Mar-19,9450,1521.7,0.4,11521.05
20-Mar-19,28-Mar-19,9500,2046.9,1.3,11521.05
20-Mar-19,28-Mar-19,9550,1429.35,23.6,11521.05
20-Mar-19,28-Mar-19,9600,1940.5,1.25,11521.05
20-Mar-19,28-Mar-19,9650,1338.45,30.85,11521.05
20-Mar-19,28-Mar-19,9700,1853.8,2.25,11521.05
20-Mar-19,28-Mar-19,9750,1249.25,39.8,11521.05
20-Mar-19,28-Mar-19,9800,1756,1.9,11521.05
20-Mar-19,28-Mar-19,9850,1162.05,50.75,11521.05
20-Mar-19,28-Mar-19,9900,1656.4,2.3,11521.05
20-Mar-19,28-Mar-19,9950,1077.05,63.9,11521.05
20-Mar-19,28-Mar-19,10000,1547.55,2.4,11521.05
20-Mar-19,28-Mar-19,10050,994.6,79.6,11521.05
20-Mar-19,28-Mar-19,10100,1447,1.8,11521.05
20-Mar-19,28-Mar-19,10150,1344.3,5.5,11521.05
20-Mar-19,28-Mar-19,10200,1343.7,1.65,11521.05
20-Mar-19,28-Mar-19,10250,838.2,2,11521.05
20-Mar-19,28-Mar-19,10300,1237.05,2.15,11521.05
20-Mar-19,28-Mar-19,10350,1213,2,11521.05
20-Mar-19,28-Mar-19,10400,1142.3,3,11521.05
20-Mar-19,28-Mar-19,10450,1117,3.5,11521.05
20-Mar-19,28-Mar-19,10500,1047.8,3.45,11521.05
20-Mar-19,28-Mar-19,10550,540.2,3.75,11521.05
20-Mar-19,28-Mar-19,10600,951.35,4.05,11521.05
20-Mar-19,28-Mar-19,10650,899.35,5.05,11521.05
20-Mar-19,28-Mar-19,10700,855.5,4.4,11521.05
20-Mar-19,28-Mar-19,10750,807.4,5.3,11521.05
20-Mar-19,28-Mar-19,10800,752.95,5.1,11521.05
20-Mar-19,28-Mar-19,10850,700.9,6.45,11521.05
20-Mar-19,28-Mar-19,10900,651.45,6,11521.05
20-Mar-19,28-Mar-19,10950,605.1,6,11521.05
20-Mar-19,28-Mar-19,11000,552.75,7.05,11521.05
20-Mar-19,28-Mar-19,11050,503.35,7.35,11521.05
20-Mar-19,28-Mar-19,11100,461.05,8.05,11521.05
20-Mar-19,28-Mar-19,11150,406.75,8.1,11521.05
20-Mar-19,28-Mar-19,11200,357.45,9.95,11521.05
20-Mar-19,28-Mar-19,11250,313.45,12.55,11521.05
20-Mar-19,28-Mar-19,11300,269.15,17.05,11521.05
20-Mar-19,28-Mar-19,11350,222.25,22.1,11521.05
20-Mar-19,28-Mar-19,11400,182.45,30,11521.05
20-Mar-19,28-Mar-19,11450,142.95,40.5,11521.05
20-Mar-19,28-Mar-19,11500,111.35,56.4,11521.05
22-Mar-19,28-Mar-19,11550,37.1,108.85,11456.9
22-Mar-19,28-Mar-19,11600,24,144.6,11456.9
22-Mar-19,28-Mar-19,11650,13.2,189,11456.9
22-Mar-19,28-Mar-19,11700,8.1,231.45,11456.9
22-Mar-19,28-Mar-19,11750,4.5,275,11456.9
22-Mar-19,28-Mar-19,11800,3.4,325.65,11456.9
22-Mar-19,28-Mar-19,11850,2.6,342.05,11456.9
22-Mar-19,28-Mar-19,11900,2.15,424.8,11456.9
22-Mar-19,28-Mar-19,11950,1.8,1044.75,11456.9
22-Mar-19,28-Mar-19,12000,1.9,513.7,11456.9
22-Mar-19,28-Mar-19,12050,79.9,1128.05,11456.9
22-Mar-19,28-Mar-19,12100,1.55,626.95,11456.9
22-Mar-19,28-Mar-19,12150,67.05,1213.35,11456.9
22-Mar-19,28-Mar-19,12200,1.35,723.5,11456.9
22-Mar-19,28-Mar-19,12250,19.95,1300.45,11456.9
22-Mar-19,28-Mar-19,12300,1.3,782,11456.9
22-Mar-19,28-Mar-19,12350,7.4,1319.1,11456.9
22-Mar-19,28-Mar-19,12400,1.35,920,11456.9
22-Mar-19,28-Mar-19,12450,7.85,1325.6,11456.9
22-Mar-19,28-Mar-19,12500,1.3,1011.4,11456.9
22-Mar-19,28-Mar-19,12550,3.65,1361.2,11456.9
22-Mar-19,28-Mar-19,12600,0.6,1062.45,11456.9
22-Mar-19,28-Mar-19,12650,0.05,1439.7,11456.9
22-Mar-19,28-Mar-19,12700,0.8,1808.9,11456.9
22-Mar-19,28-Mar-19,12750,0.2,1408.6,11456.9
22-Mar-19,28-Mar-19,12800,0.85,1822,11456.9
22-Mar-19,28-Mar-19,12850,0.05,1470.2,11456.9
22-Mar-19,28-Mar-19,12900,0.8,1797.5,11456.9
22-Mar-19,28-Mar-19,12950,0.05,1495,11456.9
22-Mar-19,28-Mar-19,13000,0.55,1528.2,11456.9
22-Mar-19,28-Mar-19,13050,0.05,1494.35,11456.9
22-Mar-19,28-Mar-19,13100,80.35,1680.95,11456.9
22-Mar-19,28-Mar-19,13200,58.4,1645.8,11456.9
22-Mar-19,28-Mar-19,13300,1.5,1719.55,11456.9
22-Mar-19,28-Mar-19,13400,3,1741.3,11456.9
22-Mar-19,28-Mar-19,13500,0.4,1990,11456.9
22-Mar-19,28-Mar-19,13600,0.6,1799,11456.9
22-Mar-19,28-Mar-19,13700,2,1799.15,11456.9
22-Mar-19,28-Mar-19,13800,3,1813.35,11456.9
22-Mar-19,28-Mar-19,13900,19.85,1832.05,11456.9
22-Mar-19,28-Mar-19,14000,0.45,2520.25,11456.9
22-Mar-19,28-Mar-19,14100,0.25,2622.5,11456.9
22-Mar-19,28-Mar-19,7600,3910,0.55,11456.9
22-Mar-19,28-Mar-19,7700,2970.55,0.05,11456.9
22-Mar-19,28-Mar-19,7800,2879.65,9.75,11456.9
22-Mar-19,28-Mar-19,7900,2789.15,1.6,11456.9
22-Mar-19,28-Mar-19,8000,3462.55,0.6,11456.9
22-Mar-19,28-Mar-19,8100,2609.7,18.4,11456.9
22-Mar-19,28-Mar-19,8200,2520.85,22.4,11456.9
22-Mar-19,28-Mar-19,8300,2432.65,27.1,11456.9
22-Mar-19,28-Mar-19,8400,2345.25,32.55,11456.9
22-Mar-19,28-Mar-19,8500,2965,0.85,11456.9
22-Mar-19,28-Mar-19,8600,2863,3,11456.9
22-Mar-19,28-Mar-19,8700,2736,0.15,11456.9
22-Mar-19,28-Mar-19,8800,2005,0.1,11456.9
22-Mar-19,28-Mar-19,8900,1922.75,1,11456.9
22-Mar-19,28-Mar-19,9000,2464.85,0.9,11456.9
22-Mar-19,28-Mar-19,9100,2180.55,1.75,11456.9
22-Mar-19,28-Mar-19,9150,1685.15,6.15,11456.9
22-Mar-19,28-Mar-19,9200,1865,1.5,11456.9
22-Mar-19,28-Mar-19,9250,1589.45,8.7,11456.9
22-Mar-19,28-Mar-19,9300,2175.9,1.2,11456.9
22-Mar-19,28-Mar-19,9350,1615.35,13.25,11456.9
22-Mar-19,28-Mar-19,9400,2158.75,0.95,11456.9
22-Mar-19,28-Mar-19,9450,1521.7,0.4,11456.9
22-Mar-19,28-Mar-19,9500,1957.15,1,11456.9
22-Mar-19,28-Mar-19,9550,1429.35,23.6,11456.9
22-Mar-19,28-Mar-19,9600,1867.85,0.75,11456.9
22-Mar-19,28-Mar-19,9650,1338.45,30.85,11456.9
22-Mar-19,28-Mar-19,9700,1770.2,1.05,11456.9
