Symbol,Date,Expiry,Strike,Call,Put,Underlying Value
NTPC,1-Mar-19,28-Mar-19,105,45.3,0.05,143
NTPC,1-Mar-19,28-Mar-19,192.5,0.45,41.1,143
NTPC,1-Mar-19,28-Mar-19,110,40.45,0.1,143
NTPC,1-Mar-19,28-Mar-19,112.5,38,0.15,143
NTPC,1-Mar-19,28-Mar-19,115,35.65,0.2,143
NTPC,1-Mar-19,28-Mar-19,117.5,33.3,0.3,143
NTPC,1-Mar-19,28-Mar-19,120,18.5,0.5,143
NTPC,1-Mar-19,28-Mar-19,122.5,28.7,0.6,143
NTPC,1-Mar-19,28-Mar-19,125,26.45,0.2,143
NTPC,1-Mar-19,28-Mar-19,127.5,24.3,2.5,143
NTPC,1-Mar-19,28-Mar-19,130,13.95,0.6,143
NTPC,1-Mar-19,28-Mar-19,132.5,10.95,0.75,143
NTPC,1-Mar-19,28-Mar-19,135,9.9,1.15,143
NTPC,1-Mar-19,28-Mar-19,137.5,7.75,1.65,143
NTPC,1-Mar-19,28-Mar-19,140,5.85,2.4,143
NTPC,1-Mar-19,28-Mar-19,142.5,4.35,3.35,143
NTPC,1-Mar-19,28-Mar-19,145,3.25,4.6,143
NTPC,1-Mar-19,28-Mar-19,147.5,2.3,6.3,143
NTPC,1-Mar-19,28-Mar-19,150,1.65,8.3,143
NTPC,1-Mar-19,28-Mar-19,152.5,1.15,12.1,143
NTPC,1-Mar-19,28-Mar-19,155,0.75,13.95,143
NTPC,1-Mar-19,28-Mar-19,157.5,5.85,17.25,143
NTPC,1-Mar-19,28-Mar-19,160,0.4,17.8,143
NTPC,1-Mar-19,28-Mar-19,162.5,4.3,15.5,143
NTPC,1-Mar-19,28-Mar-19,165,3.65,21.8,143
NTPC,1-Mar-19,28-Mar-19,167.5,3.1,19.2,143
NTPC,1-Mar-19,28-Mar-19,170,2.6,27.6,143
NTPC,1-Mar-19,28-Mar-19,172.5,0.5,23.2,143
NTPC,1-Mar-19,28-Mar-19,175,1.8,31.5,143
NTPC,1-Mar-19,28-Mar-19,177.5,1.5,27.45,143
NTPC,1-Mar-19,28-Mar-19,180,0.3,41,143
NTPC,1-Mar-19,28-Mar-19,182.5,1.05,31.85,143
NTPC,1-Mar-19,28-Mar-19,185,0.85,34.15,143
NTPC,1-Mar-19,28-Mar-19,187.5,0.7,36.45,143
NTPC,1-Mar-19,28-Mar-19,190,0.55,38.75,143
NTPC,1-Mar-19,28-Mar-19,107.5,42.85,0.05,143
NTPC,5-Mar-19,28-Mar-19,105,45.3,0.05,147
NTPC,5-Mar-19,28-Mar-19,192.5,0.45,41.1,147
NTPC,5-Mar-19,28-Mar-19,110,40.45,0.1,147
NTPC,5-Mar-19,28-Mar-19,112.5,38,0.15,147
NTPC,5-Mar-19,28-Mar-19,115,35.65,0.2,147
NTPC,5-Mar-19,28-Mar-19,117.5,33.3,0.3,147
NTPC,5-Mar-19,28-Mar-19,120,18.5,0.5,147
NTPC,5-Mar-19,28-Mar-19,122.5,28.7,0.6,147
NTPC,5-Mar-19,28-Mar-19,125,26.45,0.2,147
NTPC,5-Mar-19,28-Mar-19,127.5,24.3,2.5,147
NTPC,5-Mar-19,28-Mar-19,130,16.6,0.35,147
NTPC,5-Mar-19,28-Mar-19,132.5,10.95,0.5,147
NTPC,5-Mar-19,28-Mar-19,135,9.9,0.6,147
NTPC,5-Mar-19,28-Mar-19,137.5,10.5,0.9,147
NTPC,5-Mar-19,28-Mar-19,140,8.25,1.3,147
NTPC,5-Mar-19,28-Mar-19,142.5,6.4,1.95,147
NTPC,5-Mar-19,28-Mar-19,145,4.8,2.75,147
NTPC,5-Mar-19,28-Mar-19,147.5,3.5,3.8,147
NTPC,5-Mar-19,28-Mar-19,150,2.4,5.95,147
NTPC,5-Mar-19,28-Mar-19,152.5,1.65,12.1,147
NTPC,5-Mar-19,28-Mar-19,155,1.05,13.95,147
NTPC,5-Mar-19,28-Mar-19,157.5,5.85,17.25,147
NTPC,5-Mar-19,28-Mar-19,160,0.5,17.8,147
NTPC,5-Mar-19,28-Mar-19,162.5,4.3,15.5,147
NTPC,5-Mar-19,28-Mar-19,165,3.65,21.8,147
NTPC,5-Mar-19,28-Mar-19,167.5,3.1,19.2,147
NTPC,5-Mar-19,28-Mar-19,170,2.6,27.6,147
NTPC,5-Mar-19,28-Mar-19,172.5,0.5,23.2,147
NTPC,5-Mar-19,28-Mar-19,175,1.8,31.5,147
NTPC,5-Mar-19,28-Mar-19,177.5,1.5,27.45,147
NTPC,5-Mar-19,28-Mar-19,180,0.25,41,147
NTPC,5-Mar-19,28-Mar-19,182.5,1.05,31.85,147
NTPC,5-Mar-19,28-Mar-19,185,0.85,34.15,147
NTPC,5-Mar-19,28-Mar-19,187.5,0.7,36.45,147
NTPC,5-Mar-19,28-Mar-19,190,0.55,38.75,147
NTPC,5-Mar-19,28-Mar-19,107.5,42.85,0.05,147
NTPC,6-Mar-19,28-Mar-19,105,45.3,0.05,148.95
NTPC,6-Mar-19,28-Mar-19,192.5,0.45,41.1,148.95
NTPC,6-Mar-19,28-Mar-19,110,40.45,0.1,148.95
NTPC,6-Mar-19,28-Mar-19,112.5,38,0.15,148.95
NTPC,6-Mar-19,28-Mar-19,115,35.65,0.2,148.95
NTPC,6-Mar-19,28-Mar-19,117.5,33.3,0.3,148.95
NTPC,6-Mar-19,28-Mar-19,120,18.5,0.5,148.95
NTPC,6-Mar-19,28-Mar-19,122.5,28.7,0.6,148.95
NTPC,6-Mar-19,28-Mar-19,125,26.45,0.25,148.95
NTPC,6-Mar-19,28-Mar-19,127.5,24.3,2.5,148.95
NTPC,6-Mar-19,28-Mar-19,130,16.6,0.25,148.95
NTPC,6-Mar-19,28-Mar-19,132.5,10.95,0.3,148.95
NTPC,6-Mar-19,28-Mar-19,135,12.8,0.5,148.95
NTPC,6-Mar-19,28-Mar-19,137.5,10.5,0.75,148.95
NTPC,6-Mar-19,28-Mar-19,140,9.1,1,148.95
NTPC,6-Mar-19,28-Mar-19,142.5,7.5,1.5,148.95
NTPC,6-Mar-19,28-Mar-19,145,6,2.1,148.95
NTPC,6-Mar-19,28-Mar-19,147.5,4.4,3.05,148.95
NTPC,6-Mar-19,28-Mar-19,150,3.15,4.15,148.95
NTPC,6-Mar-19,28-Mar-19,152.5,2.15,6,148.95
NTPC,6-Mar-19,28-Mar-19,155,1.5,13.95,148.95
NTPC,6-Mar-19,28-Mar-19,157.5,1.05,17.25,148.95
NTPC,6-Mar-19,28-Mar-19,160,0.65,17.8,148.95
NTPC,6-Mar-19,28-Mar-19,162.5,4.3,15.5,148.95
NTPC,6-Mar-19,28-Mar-19,165,3.65,21.8,148.95
NTPC,6-Mar-19,28-Mar-19,167.5,3.1,19.2,148.95
NTPC,6-Mar-19,28-Mar-19,170,2.6,27.6,148.95
NTPC,6-Mar-19,28-Mar-19,172.5,0.5,23.2,148.95
NTPC,6-Mar-19,28-Mar-19,175,1.8,31.5,148.95
NTPC,6-Mar-19,28-Mar-19,177.5,1.5,27.45,148.95
NTPC,6-Mar-19,28-Mar-19,180,0.25,32,148.95
NTPC,6-Mar-19,28-Mar-19,182.5,1.05,31.85,148.95
NTPC,6-Mar-19,28-Mar-19,185,0.85,34.15,148.95
NTPC,6-Mar-19,28-Mar-19,187.5,0.7,36.45,148.95
NTPC,6-Mar-19,28-Mar-19,190,0.55,38.75,148.95
NTPC,6-Mar-19,28-Mar-19,107.5,42.85,0.05,148.95
NTPC,7-Mar-19,28-Mar-19,105,45.3,0.05,146.2
NTPC,7-Mar-19,28-Mar-19,192.5,0.45,0.05,146.2
NTPC,7-Mar-19,28-Mar-19,110,40.45,0.1,146.2
NTPC,7-Mar-19,28-Mar-19,112.5,38,0.15,146.2
NTPC,7-Mar-19,28-Mar-19,115,35.65,0.2,146.2
NTPC,7-Mar-19,28-Mar-19,117.5,33.3,0.3,146.2
NTPC,7-Mar-19,28-Mar-19,120,18.5,0.5,146.2
NTPC,7-Mar-19,28-Mar-19,122.5,28.7,0.6,146.2
NTPC,7-Mar-19,28-Mar-19,125,26.45,0.25,146.2
NTPC,7-Mar-19,28-Mar-19,127.5,24.3,2.5,146.2
NTPC,7-Mar-19,28-Mar-19,130,16.6,0.3,146.2
NTPC,7-Mar-19,28-Mar-19,132.5,10.95,0.3,146.2
NTPC,7-Mar-19,28-Mar-19,135,11,0.75,146.2
NTPC,7-Mar-19,28-Mar-19,137.5,10.5,1,146.2
NTPC,7-Mar-19,28-Mar-19,140,7.55,1.6,146.2
NTPC,7-Mar-19,28-Mar-19,142.5,6.3,2.25,146.2
NTPC,7-Mar-19,28-Mar-19,145,4.1,3.4,146.2
NTPC,7-Mar-19,28-Mar-19,147.5,3.05,4.5,146.2
NTPC,7-Mar-19,28-Mar-19,150,2.25,5.9,146.2
NTPC,7-Mar-19,28-Mar-19,152.5,1.6,7.6,146.2
NTPC,7-Mar-19,28-Mar-19,155,1.1,13.95,146.2
NTPC,7-Mar-19,28-Mar-19,157.5,0.7,17.25,146.2
NTPC,7-Mar-19,28-Mar-19,160,0.5,17.8,146.2
NTPC,7-Mar-19,28-Mar-19,162.5,0.5,15.5,146.2
NTPC,7-Mar-19,28-Mar-19,165,3.65,21.8,146.2
NTPC,7-Mar-19,28-Mar-19,167.5,3.1,19.2,146.2
NTPC,7-Mar-19,28-Mar-19,170,2.6,27.6,146.2
NTPC,7-Mar-19,28-Mar-19,172.5,0.5,23.2,146.2
NTPC,7-Mar-19,28-Mar-19,175,1.8,31.5,146.2
NTPC,7-Mar-19,28-Mar-19,177.5,1.5,27.45,146.2
NTPC,7-Mar-19,28-Mar-19,180,0.15,32,146.2
NTPC,7-Mar-19,28-Mar-19,182.5,1.05,31.85,146.2
NTPC,7-Mar-19,28-Mar-19,185,0.85,34.15,146.2
NTPC,7-Mar-19,28-Mar-19,187.5,0.7,36.45,146.2
NTPC,7-Mar-19,28-Mar-19,190,0.55,38.75,146.2
NTPC,7-Mar-19,28-Mar-19,107.5,42.85,41.1,146.2
NTPC,8-Mar-19,28-Mar-19,105,45.3,0.05,152.2
NTPC,8-Mar-19,28-Mar-19,192.5,0.45,41.1,152.2
NTPC,8-Mar-19,28-Mar-19,110,40.45,0.1,152.2
NTPC,8-Mar-19,28-Mar-19,112.5,38,0.5,152.2
NTPC,8-Mar-19,28-Mar-19,115,35.65,0.2,152.2
NTPC,8-Mar-19,28-Mar-19,117.5,33.3,0.3,152.2
NTPC,8-Mar-19,28-Mar-19,120,18.5,0.5,152.2
NTPC,8-Mar-19,28-Mar-19,122.5,28.7,0.6,152.2
NTPC,8-Mar-19,28-Mar-19,125,26.45,0.25,152.2
NTPC,8-Mar-19,28-Mar-19,127.5,24.3,2.5,152.2
NTPC,8-Mar-19,28-Mar-19,130,16.6,0.35,152.2
NTPC,8-Mar-19,28-Mar-19,132.5,16.1,0.45,152.2
NTPC,8-Mar-19,28-Mar-19,135,14.5,0.6,152.2
NTPC,8-Mar-19,28-Mar-19,137.5,12.2,0.65,152.2
NTPC,8-Mar-19,28-Mar-19,140,9.85,1.05,152.2
NTPC,8-Mar-19,28-Mar-19,142.5,7.45,1.55,152.2
NTPC,8-Mar-19,28-Mar-19,145,6.05,2.25,152.2
NTPC,8-Mar-19,28-Mar-19,147.5,4.55,3.2,152.2
NTPC,8-Mar-19,28-Mar-19,150,3.2,4.45,152.2
NTPC,8-Mar-19,28-Mar-19,152.5,2.3,5.95,152.2
NTPC,8-Mar-19,28-Mar-19,155,1.6,8,152.2
NTPC,8-Mar-19,28-Mar-19,157.5,1.1,17.25,152.2
NTPC,8-Mar-19,28-Mar-19,160,0.8,11.2,152.2
NTPC,8-Mar-19,28-Mar-19,162.5,0.5,15.5,152.2
NTPC,8-Mar-19,28-Mar-19,165,0.4,21.8,152.2
NTPC,8-Mar-19,28-Mar-19,167.5,3.1,19.2,152.2
NTPC,8-Mar-19,28-Mar-19,170,0.15,27.6,152.2
NTPC,8-Mar-19,28-Mar-19,172.5,0.5,23.2,152.2
NTPC,8-Mar-19,28-Mar-19,175,1.8,31.5,152.2
NTPC,8-Mar-19,28-Mar-19,177.5,1.5,27.45,152.2
NTPC,8-Mar-19,28-Mar-19,180,0.15,32,152.2
NTPC,8-Mar-19,28-Mar-19,182.5,1.05,31.85,152.2
NTPC,8-Mar-19,28-Mar-19,185,0.85,34.15,152.2
NTPC,8-Mar-19,28-Mar-19,187.5,0.7,36.45,152.2
NTPC,8-Mar-19,28-Mar-19,190,0.55,38.75,152.2
NTPC,8-Mar-19,28-Mar-19,107.5,42.85,0.05,152.2
NTPC,11-Mar-19,28-Mar-19,105,45.3,0.05,151.4
NTPC,11-Mar-19,28-Mar-19,192.5,0.45,41.1,151.4
NTPC,11-Mar-19,28-Mar-19,110,40.45,0.1,151.4
NTPC,11-Mar-19,28-Mar-19,112.5,38,0.5,151.4
NTPC,11-Mar-19,28-Mar-19,115,35.65,0.2,151.4
NTPC,11-Mar-19,28-Mar-19,117.5,33.3,0.3,151.4
NTPC,11-Mar-19,28-Mar-19,120,18.5,0.5,151.4
NTPC,11-Mar-19,28-Mar-19,122.5,28.7,0.6,151.4
NTPC,11-Mar-19,28-Mar-19,125,26.45,0.2,151.4
NTPC,11-Mar-19,28-Mar-19,127.5,24.3,2.5,151.4
NTPC,11-Mar-19,28-Mar-19,130,16.6,0.25,151.4
NTPC,11-Mar-19,28-Mar-19,132.5,16.1,0.3,151.4
NTPC,11-Mar-19,28-Mar-19,135,14.95,0.4,151.4
NTPC,11-Mar-19,28-Mar-19,137.5,17.55,0.5,151.4
NTPC,11-Mar-19,28-Mar-19,140,12.85,0.85,151.4
NTPC,11-Mar-19,28-Mar-19,142.5,8.75,1.15,151.4
NTPC,11-Mar-19,28-Mar-19,145,6.5,1.75,151.4
NTPC,11-Mar-19,28-Mar-19,147.5,4.8,2.45,151.4
NTPC,11-Mar-19,28-Mar-19,150,3.5,3.4,151.4
NTPC,11-Mar-19,28-Mar-19,152.5,2.7,4.65,151.4
NTPC,11-Mar-19,28-Mar-19,155,1.9,6,151.4
NTPC,11-Mar-19,28-Mar-19,157.5,1.35,7.4,151.4
NTPC,11-Mar-19,28-Mar-19,160,0.95,11.15,151.4
NTPC,11-Mar-19,28-Mar-19,162.5,0.7,13.35,151.4
NTPC,11-Mar-19,28-Mar-19,165,0.5,14.85,151.4
NTPC,11-Mar-19,28-Mar-19,167.5,0.8,19.2,151.4
NTPC,11-Mar-19,28-Mar-19,170,0.3,27.6,151.4
NTPC,11-Mar-19,28-Mar-19,172.5,0.4,23.2,151.4
NTPC,11-Mar-19,28-Mar-19,175,1.8,31.5,151.4
NTPC,11-Mar-19,28-Mar-19,177.5,1.5,27.45,151.4
NTPC,11-Mar-19,28-Mar-19,180,0.15,27,151.4
NTPC,11-Mar-19,28-Mar-19,182.5,1.05,31.85,151.4
NTPC,11-Mar-19,28-Mar-19,185,0.85,34.15,151.4
NTPC,11-Mar-19,28-Mar-19,187.5,0.7,36.45,151.4
NTPC,11-Mar-19,28-Mar-19,190,0.55,38.75,151.4
NTPC,11-Mar-19,28-Mar-19,107.5,42.85,0.05,151.4
NTPC,12-Mar-19,28-Mar-19,105,45.3,0.05,151.25
NTPC,12-Mar-19,28-Mar-19,192.5,0.45,41.1,151.25
NTPC,12-Mar-19,28-Mar-19,110,40.45,0.1,151.25
NTPC,12-Mar-19,28-Mar-19,112.5,38,0.5,151.25
NTPC,12-Mar-19,28-Mar-19,115,35.65,0.2,151.25
NTPC,12-Mar-19,28-Mar-19,117.5,33.3,0.3,151.25
NTPC,12-Mar-19,28-Mar-19,120,18.5,0.5,151.25
NTPC,12-Mar-19,28-Mar-19,122.5,28.7,0.6,151.25
NTPC,12-Mar-19,28-Mar-19,125,26.45,0.2,151.25
NTPC,12-Mar-19,28-Mar-19,127.5,24.3,2.5,151.25
NTPC,12-Mar-19,28-Mar-19,130,16.6,0.2,151.25
NTPC,12-Mar-19,28-Mar-19,132.5,16.1,0.25,151.25
NTPC,12-Mar-19,28-Mar-19,135,19,0.4,151.25
NTPC,12-Mar-19,28-Mar-19,137.5,17.55,0.45,151.25
NTPC,12-Mar-19,28-Mar-19,140,11.9,0.7,151.25
NTPC,12-Mar-19,28-Mar-19,142.5,12.2,1,151.25
NTPC,12-Mar-19,28-Mar-19,145,7.65,1.45,151.25
NTPC,12-Mar-19,28-Mar-19,147.5,5.65,2.15,151.25
NTPC,12-Mar-19,28-Mar-19,150,4.15,3.05,151.25
NTPC,12-Mar-19,28-Mar-19,152.5,3.05,4.3,151.25
NTPC,12-Mar-19,28-Mar-19,155,2.15,5.9,151.25
NTPC,12-Mar-19,28-Mar-19,157.5,1.55,7.65,151.25
NTPC,12-Mar-19,28-Mar-19,160,1.1,10.8,151.25
NTPC,12-Mar-19,28-Mar-19,162.5,0.75,13.35,151.25
NTPC,12-Mar-19,28-Mar-19,165,0.55,15.55,151.25
NTPC,12-Mar-19,28-Mar-19,167.5,0.8,19.2,151.25
NTPC,12-Mar-19,28-Mar-19,170,0.25,27.6,151.25
NTPC,12-Mar-19,28-Mar-19,172.5,0.4,23.2,151.25
NTPC,12-Mar-19,28-Mar-19,175,1.8,31.5,151.25
NTPC,12-Mar-19,28-Mar-19,177.5,1.5,27.45,151.25
NTPC,12-Mar-19,28-Mar-19,180,0.1,27,151.25
NTPC,12-Mar-19,28-Mar-19,182.5,1.05,31.85,151.25
NTPC,12-Mar-19,28-Mar-19,185,0.85,34.15,151.25
NTPC,12-Mar-19,28-Mar-19,187.5,0.7,36.45,151.25
NTPC,12-Mar-19,28-Mar-19,190,0.55,38.75,151.25
NTPC,12-Mar-19,28-Mar-19,107.5,42.85,0.05,151.25
NTPC,13-Mar-19,28-Mar-19,105,45.3,0.05,148.2
NTPC,13-Mar-19,28-Mar-19,192.5,0.45,41.1,148.2
NTPC,13-Mar-19,28-Mar-19,110,40.45,0.1,148.2
NTPC,13-Mar-19,28-Mar-19,112.5,38,0.5,148.2
NTPC,13-Mar-19,28-Mar-19,115,35.65,0.2,148.2
NTPC,13-Mar-19,28-Mar-19,117.5,33.3,0.3,148.2
NTPC,13-Mar-19,28-Mar-19,120,18.5,0.1,148.2
NTPC,13-Mar-19,28-Mar-19,122.5,28.7,0.6,148.2
NTPC,13-Mar-19,28-Mar-19,125,26.45,0.15,148.2
NTPC,13-Mar-19,28-Mar-19,127.5,24.3,2.5,148.2
NTPC,13-Mar-19,28-Mar-19,130,16.3,0.35,148.2
NTPC,13-Mar-19,28-Mar-19,132.5,16.1,0.25,148.2
NTPC,13-Mar-19,28-Mar-19,135,12,0.6,148.2
NTPC,13-Mar-19,28-Mar-19,137.5,10.9,0.8,148.2
NTPC,13-Mar-19,28-Mar-19,140,8.15,1.15,148.2
NTPC,13-Mar-19,28-Mar-19,142.5,6.1,1.7,148.2
NTPC,13-Mar-19,28-Mar-19,145,4.45,2.55,148.2
NTPC,13-Mar-19,28-Mar-19,147.5,3.4,3.65,148.2
NTPC,13-Mar-19,28-Mar-19,150,2.3,4.9,148.2
NTPC,13-Mar-19,28-Mar-19,152.5,1.55,6.5,148.2
NTPC,13-Mar-19,28-Mar-19,155,1.1,9,148.2
NTPC,13-Mar-19,28-Mar-19,157.5,0.8,11.45,148.2
NTPC,13-Mar-19,28-Mar-19,160,0.55,13.65,148.2
NTPC,13-Mar-19,28-Mar-19,162.5,0.35,13.35,148.2
NTPC,13-Mar-19,28-Mar-19,165,0.35,15.55,148.2
NTPC,13-Mar-19,28-Mar-19,167.5,0.6,19.2,148.2
NTPC,13-Mar-19,28-Mar-19,170,0.15,27.6,148.2
NTPC,13-Mar-19,28-Mar-19,172.5,0.4,23.2,148.2
NTPC,13-Mar-19,28-Mar-19,175,1.8,31.5,148.2
NTPC,13-Mar-19,28-Mar-19,177.5,1.5,27.45,148.2
NTPC,13-Mar-19,28-Mar-19,180,0.1,27,148.2
NTPC,13-Mar-19,28-Mar-19,182.5,1.05,31.85,148.2
NTPC,13-Mar-19,28-Mar-19,185,0.85,34.15,148.2
NTPC,13-Mar-19,28-Mar-19,187.5,0.7,36.45,148.2
NTPC,13-Mar-19,28-Mar-19,190,0.55,38.75,148.2
NTPC,13-Mar-19,28-Mar-19,107.5,42.85,0.05,148.2
NTPC,14-Mar-19,28-Mar-19,105,45.3,0.05,153.65
NTPC,14-Mar-19,28-Mar-19,192.5,0.45,41.1,153.65
NTPC,14-Mar-19,28-Mar-19,110,40.45,0.1,153.65
NTPC,14-Mar-19,28-Mar-19,112.5,38,0.5,153.65
NTPC,14-Mar-19,28-Mar-19,115,35.65,0.2,153.65
NTPC,14-Mar-19,28-Mar-19,117.5,33.3,2,153.65
NTPC,14-Mar-19,28-Mar-19,120,18.5,0.1,153.65
NTPC,14-Mar-19,28-Mar-19,122.5,28.7,0.6,153.65
NTPC,14-Mar-19,28-Mar-19,125,26.45,0.15,153.65
NTPC,14-Mar-19,28-Mar-19,127.5,24.3,2.5,153.65
NTPC,14-Mar-19,28-Mar-19,130,16.3,0.25,153.65
NTPC,14-Mar-19,28-Mar-19,132.5,16.1,0.25,153.65
NTPC,14-Mar-19,28-Mar-19,135,12,0.35,153.65
NTPC,14-Mar-19,28-Mar-19,137.5,14.8,0.4,153.65
NTPC,14-Mar-19,28-Mar-19,140,12.65,0.65,153.65
NTPC,14-Mar-19,28-Mar-19,142.5,6.9,0.9,153.65
NTPC,14-Mar-19,28-Mar-19,145,7.6,1.25,153.65
NTPC,14-Mar-19,28-Mar-19,147.5,6.55,1.8,153.65
NTPC,14-Mar-19,28-Mar-19,150,4.6,2.55,153.65
NTPC,14-Mar-19,28-Mar-19,152.5,3.3,3.6,153.65
NTPC,14-Mar-19,28-Mar-19,155,2.25,5.1,153.65
NTPC,14-Mar-19,28-Mar-19,157.5,1.55,8.15,153.65
NTPC,14-Mar-19,28-Mar-19,160,1,9.8,153.65
NTPC,14-Mar-19,28-Mar-19,162.5,0.7,13.35,153.65
NTPC,14-Mar-19,28-Mar-19,165,0.45,15.55,153.65
NTPC,14-Mar-19,28-Mar-19,167.5,0.6,19.2,153.65
NTPC,14-Mar-19,28-Mar-19,170,0.25,27.6,153.65
NTPC,14-Mar-19,28-Mar-19,172.5,0.4,23.2,153.65
NTPC,14-Mar-19,28-Mar-19,175,1.8,31.5,153.65
NTPC,14-Mar-19,28-Mar-19,177.5,1.5,27.45,153.65
NTPC,14-Mar-19,28-Mar-19,180,0.2,27,153.65
NTPC,14-Mar-19,28-Mar-19,182.5,1.05,31.85,153.65
NTPC,14-Mar-19,28-Mar-19,185,0.85,34.15,153.65
NTPC,14-Mar-19,28-Mar-19,187.5,0.7,36.45,153.65
NTPC,14-Mar-19,28-Mar-19,190,0.55,38.75,153.65
NTPC,14-Mar-19,28-Mar-19,107.5,42.85,0.05,153.65
NTPC,15-Mar-19,28-Mar-19,105,45.3,0.05,158.05
NTPC,15-Mar-19,28-Mar-19,192.5,0.45,41.1,158.05
NTPC,15-Mar-19,28-Mar-19,110,40.45,0.05,158.05
NTPC,15-Mar-19,28-Mar-19,112.5,38,0.5,158.05
NTPC,15-Mar-19,28-Mar-19,115,35.65,0.2,158.05
NTPC,15-Mar-19,28-Mar-19,117.5,33.3,2,158.05
NTPC,15-Mar-19,28-Mar-19,120,18.5,0.1,158.05
NTPC,15-Mar-19,28-Mar-19,122.5,28.7,0.6,158.05
NTPC,15-Mar-19,28-Mar-19,125,26.45,0.15,158.05
NTPC,15-Mar-19,28-Mar-19,127.5,24.3,2.5,158.05
NTPC,15-Mar-19,28-Mar-19,130,22,0.35,158.05
NTPC,15-Mar-19,28-Mar-19,132.5,16.1,0.25,158.05
NTPC,15-Mar-19,28-Mar-19,135,12,0.35,158.05
NTPC,15-Mar-19,28-Mar-19,137.5,14.8,0.45,158.05
NTPC,15-Mar-19,28-Mar-19,140,15.75,0.5,158.05
NTPC,15-Mar-19,28-Mar-19,142.5,6.9,0.6,158.05
NTPC,15-Mar-19,28-Mar-19,145,11.05,0.9,158.05
NTPC,15-Mar-19,28-Mar-19,147.5,8.75,1.25,158.05
NTPC,15-Mar-19,28-Mar-19,150,6.7,1.7,158.05
NTPC,15-Mar-19,28-Mar-19,152.5,5,2.4,158.05
NTPC,15-Mar-19,28-Mar-19,155,3.45,3.35,158.05
NTPC,15-Mar-19,28-Mar-19,157.5,2.4,5,158.05
