Symbol,Date,Expiry,Strike,Call,Put,Underlying Value
NTPC,27-Mar-19,28-Mar-19,132.5,4.5,0.2,137
NTPC,27-Mar-19,28-Mar-19,133.35,3.65,0.3,137
NTPC,27-Mar-19,28-Mar-19,135,2.25,0.5,137
NTPC,27-Mar-19,28-Mar-19,135.4,1.95,0.65,137
NTPC,27-Mar-19,28-Mar-19,137.5,0.9,1.55,137
NTPC,27-Mar-19,28-Mar-19,139.6,0.35,3.15,137
NTPC,27-Mar-19,28-Mar-19,140,0.35,3.3,137
NTPC,27-Mar-19,28-Mar-19,141.65,0.2,3.75,137
NTPC,27-Mar-19,28-Mar-19,142.5,0.2,8.2,137
NTPC,27-Mar-19,28-Mar-19,143.75,0.1,23.2,137
NTPC,27-Mar-19,28-Mar-19,145,0.1,10.35,137
NTPC,27-Mar-19,28-Mar-19,145.85,0.1,9.4,137
NTPC,27-Mar-19,28-Mar-19,147.5,0.3,12.6,137
NTPC,27-Mar-19,28-Mar-19,147.9,0.1,27.45,137
NTPC,27-Mar-19,28-Mar-19,150,0.05,19.35,137
NTPC,27-Mar-19,28-Mar-19,152.1,0.1,31.85,137
NTPC,27-Mar-19,28-Mar-19,152.5,0.1,17.4,137
NTPC,27-Mar-19,28-Mar-19,154.15,0.85,34.15,137
NTPC,27-Mar-19,28-Mar-19,155,0.5,19.85,137
NTPC,27-Mar-19,28-Mar-19,156.25,0.7,36.45,137
NTPC,27-Mar-19,28-Mar-19,157.5,0.05,22.35,137
NTPC,27-Mar-19,28-Mar-19,158.35,0.55,38.75,137
NTPC,27-Mar-19,28-Mar-19,160,0.05,24.85,137
NTPC,27-Mar-19,28-Mar-19,160.4,0.45,41.1,137
NTPC,27-Mar-19,28-Mar-19,162.5,0.4,43.5,137
NTPC,27-Mar-19,28-Mar-19,89.6,42.85,0.05,137
HCLTECH,1-Mar-19,28-Mar-19,740,228.2,5.75,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1280,6.45,314.05,1052.6
HCLTECH,1-Mar-19,28-Mar-19,780,193.75,10.55,1052.6
HCLTECH,1-Mar-19,28-Mar-19,800,177.4,13.85,1052.6
HCLTECH,1-Mar-19,28-Mar-19,820,161.7,17.8,1052.6
HCLTECH,1-Mar-19,28-Mar-19,840,146.85,22.55,1052.6
HCLTECH,1-Mar-19,28-Mar-19,860,132.7,28.05,1052.6
HCLTECH,1-Mar-19,28-Mar-19,880,119.35,34.35,1052.6
HCLTECH,1-Mar-19,28-Mar-19,900,162.1,41.55,1052.6
HCLTECH,1-Mar-19,28-Mar-19,920,95.4,49.65,1052.6
HCLTECH,1-Mar-19,28-Mar-19,940,84.75,2.2,1052.6
HCLTECH,1-Mar-19,28-Mar-19,960,103.9,68.45,1052.6
HCLTECH,1-Mar-19,28-Mar-19,980,76,4.5,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1000,68,7.15,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1020,53,11.4,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1040,37,17.1,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1060,25.95,25.2,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1080,17.15,36.85,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1100,11.45,57.45,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1120,7.05,64.85,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1140,4.1,191.1,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1160,2.75,207.65,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1180,15.15,224.6,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1200,1.15,241.95,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1220,10.85,259.55,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1240,9.15,277.5,1052.6
HCLTECH,1-Mar-19,28-Mar-19,1260,7.7,295.65,1052.6
HCLTECH,1-Mar-19,28-Mar-19,760,210.7,7.9,1052.6
HCLTECH,5-Mar-19,28-Mar-19,740,228.2,5.75,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1280,6.45,314.05,1052.55
HCLTECH,5-Mar-19,28-Mar-19,780,193.75,10.55,1052.55
HCLTECH,5-Mar-19,28-Mar-19,800,177.4,13.85,1052.55
HCLTECH,5-Mar-19,28-Mar-19,820,161.7,17.8,1052.55
HCLTECH,5-Mar-19,28-Mar-19,840,146.85,22.55,1052.55
HCLTECH,5-Mar-19,28-Mar-19,860,132.7,28.05,1052.55
HCLTECH,5-Mar-19,28-Mar-19,880,119.35,34.35,1052.55
HCLTECH,5-Mar-19,28-Mar-19,900,162.1,41.55,1052.55
HCLTECH,5-Mar-19,28-Mar-19,920,95.4,49.65,1052.55
HCLTECH,5-Mar-19,28-Mar-19,940,84.75,2.2,1052.55
HCLTECH,5-Mar-19,28-Mar-19,960,103.9,68.45,1052.55
HCLTECH,5-Mar-19,28-Mar-19,980,76,3.95,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1000,61,6.5,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1020,53,10.65,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1040,33,16.7,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1060,22.7,25.7,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1080,14.6,39.2,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1100,9,53.4,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1120,5.55,64.85,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1140,3.4,191.1,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1160,2.1,207.65,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1180,15.15,224.6,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1200,1.15,241.95,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1220,10.85,259.55,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1240,9.15,277.5,1052.55
HCLTECH,5-Mar-19,28-Mar-19,1260,7.7,295.65,1052.55
HCLTECH,5-Mar-19,28-Mar-19,760,210.7,7.9,1052.55
HCLTECH,6-Mar-19,28-Mar-19,740,228.2,5.75,1043.25
HCLTECH,6-Mar-19,28-Mar-19,1280,6.45,314.05,1043.25
HCLTECH,6-Mar-19,28-Mar-19,780,193.75,10.55,1043.25
HCLTECH,6-Mar-19,28-Mar-19,800,177.4,13.85,1043.25
HCLTECH,6-Mar-19,28-Mar-19,820,161.7,17.8,1043.25
HCLTECH,6-Mar-19,28-Mar-19,840,146.85,22.55,1043.25
HCLTECH,6-Mar-19,28-Mar-19,860,132.7,28.05,1043.25
HCLTECH,6-Mar-19,28-Mar-19,880,119.35,34.35,1043.25
HCLTECH,6-Mar-19,28-Mar-19,900,162.1,41.55,1043.25
HCLTECH,6-Mar-19,28-Mar-19,920,95.4,49.65,1043.25
HCLTECH,6-Mar-19,28-Mar-19,940,84.75,2.2,1043.25
HCLTECH,6-Mar-19,28-Mar-19,960,102,2.8,1043.25
HCLTECH,6-Mar-19,28-Mar-19,980,73.5,5.05,1043.25
HCLTECH,6-Mar-19,28-Mar-19,1000,57,8.4,1043.25
HCLTECH,6-Mar-19,28-Mar-19,1020,53,13.65,1043.25
HCLTECH,6-Mar-19,28-Mar-19,1040,31.45,21.05,1043.25
HCLTECH,6-Mar-19,28-Mar-19,1060,21.15,31.15,1043.25
HCLTECH,6-Mar-19,28-Mar-19,1080,14.1,43.05,1043.25
HCLTECH,6-Mar-19,28-Mar-19,1100,9.25,56,1043.25
HCLTECH,6-Mar-19,28-Mar-19,1120,6.25,64.85,1043.25
HCLTECH,6-Mar-19,28-Mar-19,1140,3.8,191.1,1043.25
HCLTECH,6-Mar-19,28-Mar-19,1160,2.75,207.65,1043.25
HCLTECH,6-Mar-19,28-Mar-19,1180,1.6,224.6,1043.25
HCLTECH,6-Mar-19,28-Mar-19,1200,1.15,241.95,1043.25
HCLTECH,6-Mar-19,28-Mar-19,1220,10.85,259.55,1043.25
HCLTECH,6-Mar-19,28-Mar-19,1240,9.15,277.5,1043.25
HCLTECH,6-Mar-19,28-Mar-19,1260,7.7,295.65,1043.25
HCLTECH,6-Mar-19,28-Mar-19,760,210.7,7.9,1043.25
HCLTECH,7-Mar-19,28-Mar-19,740,228.2,5.75,1034.55
HCLTECH,7-Mar-19,28-Mar-19,1280,6.45,314.05,1034.55
HCLTECH,7-Mar-19,28-Mar-19,780,193.75,10.55,1034.55
HCLTECH,7-Mar-19,28-Mar-19,800,177.4,13.85,1034.55
HCLTECH,7-Mar-19,28-Mar-19,820,161.7,17.8,1034.55
HCLTECH,7-Mar-19,28-Mar-19,840,146.85,22.55,1034.55
HCLTECH,7-Mar-19,28-Mar-19,860,132.7,28.05,1034.55
HCLTECH,7-Mar-19,28-Mar-19,880,119.35,34.35,1034.55
HCLTECH,7-Mar-19,28-Mar-19,900,162.1,41.55,1034.55
HCLTECH,7-Mar-19,28-Mar-19,920,95.4,49.65,1034.55
HCLTECH,7-Mar-19,28-Mar-19,940,84.75,2.2,1034.55
HCLTECH,7-Mar-19,28-Mar-19,960,102,2.8,1034.55
HCLTECH,7-Mar-19,28-Mar-19,980,73.5,6.4,1034.55
HCLTECH,7-Mar-19,28-Mar-19,1000,52,10.05,1034.55
HCLTECH,7-Mar-19,28-Mar-19,1020,37.1,15.75,1034.55
HCLTECH,7-Mar-19,28-Mar-19,1040,25.5,24.4,1034.55
HCLTECH,7-Mar-19,28-Mar-19,1060,16.85,35.7,1034.55
HCLTECH,7-Mar-19,28-Mar-19,1080,10.75,49.35,1034.55
HCLTECH,7-Mar-19,28-Mar-19,1100,7.05,62.85,1034.55
HCLTECH,7-Mar-19,28-Mar-19,1120,4.55,64.85,1034.55
HCLTECH,7-Mar-19,28-Mar-19,1140,2.9,191.1,1034.55
HCLTECH,7-Mar-19,28-Mar-19,1160,1.95,207.65,1034.55
HCLTECH,7-Mar-19,28-Mar-19,1180,1.6,224.6,1034.55
HCLTECH,7-Mar-19,28-Mar-19,1200,1.15,241.95,1034.55
HCLTECH,7-Mar-19,28-Mar-19,1220,10.85,259.55,1034.55
HCLTECH,7-Mar-19,28-Mar-19,1240,9.15,277.5,1034.55
HCLTECH,7-Mar-19,28-Mar-19,1260,7.7,295.65,1034.55
HCLTECH,7-Mar-19,28-Mar-19,760,210.7,7.9,1034.55
HCLTECH,8-Mar-19,28-Mar-19,740,228.2,5.75,1009.05
HCLTECH,8-Mar-19,28-Mar-19,1280,6.45,7.9,1009.05
HCLTECH,8-Mar-19,28-Mar-19,780,193.75,10.55,1009.05
HCLTECH,8-Mar-19,28-Mar-19,800,177.4,13.85,1009.05
HCLTECH,8-Mar-19,28-Mar-19,820,161.7,17.8,1009.05
HCLTECH,8-Mar-19,28-Mar-19,840,146.85,22.55,1009.05
HCLTECH,8-Mar-19,28-Mar-19,860,132.7,28.05,1009.05
HCLTECH,8-Mar-19,28-Mar-19,880,119.35,34.35,1009.05
HCLTECH,8-Mar-19,28-Mar-19,900,162.1,41.55,1009.05
HCLTECH,8-Mar-19,28-Mar-19,920,95.4,49.65,1009.05
HCLTECH,8-Mar-19,28-Mar-19,940,84.75,3,1009.05
HCLTECH,8-Mar-19,28-Mar-19,960,102,6.8,1009.05
HCLTECH,8-Mar-19,28-Mar-19,980,73.5,11.2,1009.05
HCLTECH,8-Mar-19,28-Mar-19,1000,31.45,17.5,1009.05
HCLTECH,8-Mar-19,28-Mar-19,1020,21.75,26.85,1009.05
HCLTECH,8-Mar-19,28-Mar-19,1040,13.95,39.2,1009.05
HCLTECH,8-Mar-19,28-Mar-19,1060,8.85,54.45,1009.05
HCLTECH,8-Mar-19,28-Mar-19,1080,5.6,66.95,1009.05
HCLTECH,8-Mar-19,28-Mar-19,1100,3.75,62.85,1009.05
HCLTECH,8-Mar-19,28-Mar-19,1120,2.45,64.85,1009.05
HCLTECH,8-Mar-19,28-Mar-19,1140,1.8,191.1,1009.05
HCLTECH,8-Mar-19,28-Mar-19,1160,1.35,207.65,1009.05
HCLTECH,8-Mar-19,28-Mar-19,1180,1.6,224.6,1009.05
HCLTECH,8-Mar-19,28-Mar-19,1200,1.15,241.95,1009.05
HCLTECH,8-Mar-19,28-Mar-19,1220,10.85,259.55,1009.05
HCLTECH,8-Mar-19,28-Mar-19,1240,9.15,277.5,1009.05
HCLTECH,8-Mar-19,28-Mar-19,1260,7.7,295.65,1009.05
HCLTECH,8-Mar-19,28-Mar-19,760,210.7,314.05,1009.05
HCLTECH,11-Mar-19,28-Mar-19,740,228.2,5.75,1004.4
HCLTECH,11-Mar-19,28-Mar-19,760,210.7,314.05,1004.4
HCLTECH,11-Mar-19,28-Mar-19,780,193.75,10.55,1004.4
HCLTECH,11-Mar-19,28-Mar-19,800,177.4,13.85,1004.4
HCLTECH,11-Mar-19,28-Mar-19,820,161.7,17.8,1004.4
HCLTECH,11-Mar-19,28-Mar-19,840,146.85,22.55,1004.4
HCLTECH,11-Mar-19,28-Mar-19,860,132.7,28.05,1004.4
HCLTECH,11-Mar-19,28-Mar-19,880,119.35,34.35,1004.4
HCLTECH,11-Mar-19,28-Mar-19,900,162.1,41.55,1004.4
HCLTECH,11-Mar-19,28-Mar-19,920,95.4,49.65,1004.4
HCLTECH,11-Mar-19,28-Mar-19,940,84.75,3.2,1004.4
HCLTECH,11-Mar-19,28-Mar-19,960,55.1,5.95,1004.4
HCLTECH,11-Mar-19,28-Mar-19,980,73.5,10.35,1004.4
HCLTECH,11-Mar-19,28-Mar-19,1000,27.5,17.2,1004.4
HCLTECH,11-Mar-19,28-Mar-19,1020,17.8,26.9,1004.4
HCLTECH,11-Mar-19,28-Mar-19,1040,10.95,40.3,1004.4
HCLTECH,11-Mar-19,28-Mar-19,1060,6.8,58.25,1004.4
HCLTECH,11-Mar-19,28-Mar-19,1080,4.1,66.95,1004.4
HCLTECH,11-Mar-19,28-Mar-19,1100,2.75,90,1004.4
HCLTECH,11-Mar-19,28-Mar-19,1120,1.8,64.85,1004.4
HCLTECH,11-Mar-19,28-Mar-19,1140,1.25,191.1,1004.4
HCLTECH,11-Mar-19,28-Mar-19,1160,1.05,207.65,1004.4
HCLTECH,11-Mar-19,28-Mar-19,1180,1.6,224.6,1004.4
HCLTECH,11-Mar-19,28-Mar-19,1200,1.15,241.95,1004.4
HCLTECH,11-Mar-19,28-Mar-19,1220,10.85,259.55,1004.4
HCLTECH,11-Mar-19,28-Mar-19,1240,9.15,277.5,1004.4
HCLTECH,11-Mar-19,28-Mar-19,1260,7.7,295.65,1004.4
HCLTECH,11-Mar-19,28-Mar-19,1280,6.45,7.9,1004.4
HCLTECH,12-Mar-19,28-Mar-19,740,228.2,5.75,1013.35
HCLTECH,12-Mar-19,28-Mar-19,1280,6.45,314.05,1013.35
HCLTECH,12-Mar-19,28-Mar-19,780,193.75,10.55,1013.35
HCLTECH,12-Mar-19,28-Mar-19,800,177.4,13.85,1013.35
HCLTECH,12-Mar-19,28-Mar-19,820,161.7,17.8,1013.35
HCLTECH,12-Mar-19,28-Mar-19,840,146.85,22.55,1013.35
HCLTECH,12-Mar-19,28-Mar-19,860,132.7,28.05,1013.35
HCLTECH,12-Mar-19,28-Mar-19,880,119.35,34.35,1013.35
HCLTECH,12-Mar-19,28-Mar-19,900,162.1,41.55,1013.35
HCLTECH,12-Mar-19,28-Mar-19,920,95.4,49.65,1013.35
HCLTECH,12-Mar-19,28-Mar-19,940,84.75,3.5,1013.35
HCLTECH,12-Mar-19,28-Mar-19,960,55.1,5.3,1013.35
HCLTECH,12-Mar-19,28-Mar-19,980,43.8,8.45,1013.35
HCLTECH,12-Mar-19,28-Mar-19,1000,31.2,14.4,1013.35
HCLTECH,12-Mar-19,28-Mar-19,1020,20.5,22.8,1013.35
HCLTECH,12-Mar-19,28-Mar-19,1040,12.5,35.95,1013.35
HCLTECH,12-Mar-19,28-Mar-19,1060,7.55,51.9,1013.35
HCLTECH,12-Mar-19,28-Mar-19,1080,4.45,68.9,1013.35
HCLTECH,12-Mar-19,28-Mar-19,1100,2.75,84.95,1013.35
HCLTECH,12-Mar-19,28-Mar-19,1120,1.85,64.85,1013.35
HCLTECH,12-Mar-19,28-Mar-19,1140,1.3,191.1,1013.35
HCLTECH,12-Mar-19,28-Mar-19,1160,0.75,207.65,1013.35
HCLTECH,12-Mar-19,28-Mar-19,1180,1.6,224.6,1013.35
HCLTECH,12-Mar-19,28-Mar-19,1200,1.15,241.95,1013.35
HCLTECH,12-Mar-19,28-Mar-19,1220,10.85,259.55,1013.35
HCLTECH,12-Mar-19,28-Mar-19,1240,9.15,277.5,1013.35
HCLTECH,12-Mar-19,28-Mar-19,1260,7.7,295.65,1013.35
HCLTECH,12-Mar-19,28-Mar-19,760,210.7,7.9,1013.35
HCLTECH,13-Mar-19,28-Mar-19,740,228.2,5.75,1028.35
HCLTECH,13-Mar-19,28-Mar-19,1280,6.45,314.05,1028.35
HCLTECH,13-Mar-19,28-Mar-19,780,193.75,10.55,1028.35
HCLTECH,13-Mar-19,28-Mar-19,800,177.4,13.85,1028.35
HCLTECH,13-Mar-19,28-Mar-19,820,161.7,17.8,1028.35
HCLTECH,13-Mar-19,28-Mar-19,840,146.85,22.55,1028.35
HCLTECH,13-Mar-19,28-Mar-19,860,132.7,28.05,1028.35
HCLTECH,13-Mar-19,28-Mar-19,880,119.35,34.35,1028.35
HCLTECH,13-Mar-19,28-Mar-19,900,162.1,41.55,1028.35
HCLTECH,13-Mar-19,28-Mar-19,920,95.4,49.65,1028.35
HCLTECH,13-Mar-19,28-Mar-19,940,84.75,2.9,1028.35
HCLTECH,13-Mar-19,28-Mar-19,960,55.1,3.8,1028.35
HCLTECH,13-Mar-19,28-Mar-19,980,58,6.45,1028.35
HCLTECH,13-Mar-19,28-Mar-19,1000,39.75,10.9,1028.35
HCLTECH,13-Mar-19,28-Mar-19,1020,27.25,17.35,1028.35
HCLTECH,13-Mar-19,28-Mar-19,1040,17.35,27.2,1028.35
HCLTECH,13-Mar-19,28-Mar-19,1060,10.7,39.75,1028.35
HCLTECH,13-Mar-19,28-Mar-19,1080,6.3,68.9,1028.35
HCLTECH,13-Mar-19,28-Mar-19,1100,4,61.7,1028.35
HCLTECH,13-Mar-19,28-Mar-19,1120,2.4,64.85,1028.35
HCLTECH,13-Mar-19,28-Mar-19,1140,2.25,191.1,1028.35
HCLTECH,13-Mar-19,28-Mar-19,1160,1.05,207.65,1028.35
HCLTECH,13-Mar-19,28-Mar-19,1180,1.6,224.6,1028.35
HCLTECH,13-Mar-19,28-Mar-19,1200,1.15,241.95,1028.35
HCLTECH,13-Mar-19,28-Mar-19,1220,10.85,259.55,1028.35
HCLTECH,13-Mar-19,28-Mar-19,1240,9.15,277.5,1028.35
HCLTECH,13-Mar-19,28-Mar-19,1260,7.7,295.65,1028.35
HCLTECH,13-Mar-19,28-Mar-19,760,210.7,7.9,1028.35
HCLTECH,14-Mar-19,28-Mar-19,740,228.2,5.75,1006.75
HCLTECH,14-Mar-19,28-Mar-19,1280,6.45,314.05,1006.75
HCLTECH,14-Mar-19,28-Mar-19,780,193.75,10.55,1006.75
HCLTECH,14-Mar-19,28-Mar-19,800,177.4,13.85,1006.75
HCLTECH,14-Mar-19,28-Mar-19,820,161.7,17.8,1006.75
HCLTECH,14-Mar-19,28-Mar-19,840,146.85,22.55,1006.75
HCLTECH,14-Mar-19,28-Mar-19,860,132.7,28.05,1006.75
HCLTECH,14-Mar-19,28-Mar-19,880,119.35,34.35,1006.75
HCLTECH,14-Mar-19,28-Mar-19,900,162.1,0.65,1006.75
HCLTECH,14-Mar-19,28-Mar-19,920,95.4,1.2,1006.75
HCLTECH,14-Mar-19,28-Mar-19,940,84.75,3.6,1006.75
HCLTECH,14-Mar-19,28-Mar-19,960,55.1,6.1,1006.75
HCLTECH,14-Mar-19,28-Mar-19,980,57.9,10.1,1006.75
HCLTECH,14-Mar-19,28-Mar-19,1000,28.95,16.6,1006.75
HCLTECH,14-Mar-19,28-Mar-19,1020,19.05,26.2,1006.75
HCLTECH,14-Mar-19,28-Mar-19,1040,12.2,40,1006.75
HCLTECH,14-Mar-19,28-Mar-19,1060,7.75,54.2,1006.75
HCLTECH,14-Mar-19,28-Mar-19,1080,4.85,62.4,1006.75
HCLTECH,14-Mar-19,28-Mar-19,1100,3.3,80.5,1006.75
HCLTECH,14-Mar-19,28-Mar-19,1120,2.25,64.85,1006.75
HCLTECH,14-Mar-19,28-Mar-19,1140,1.95,191.1,1006.75
HCLTECH,14-Mar-19,28-Mar-19,1160,1.5,207.65,1006.75
HCLTECH,14-Mar-19,28-Mar-19,1180,1,224.6,1006.75
HCLTECH,14-Mar-19,28-Mar-19,1200,1.15,241.95,1006.75
HCLTECH,14-Mar-19,28-Mar-19,1220,10.85,259.55,1006.75
HCLTECH,14-Mar-19,28-Mar-19,1240,9.15,277.5,1006.75
HCLTECH,14-Mar-19,28-Mar-19,1260,7.7,295.65,1006.75
HCLTECH,14-Mar-19,28-Mar-19,760,210.7,7.9,1006.75
HCLTECH,15-Mar-19,28-Mar-19,740,228.2,5.75,1029.3
HCLTECH,15-Mar-19,28-Mar-19,1280,6.45,314.05,1029.3
HCLTECH,15-Mar-19,28-Mar-19,780,193.75,10.55,1029.3
HCLTECH,15-Mar-19,28-Mar-19,800,177.4,13.85,1029.3
HCLTECH,15-Mar-19,28-Mar-19,820,161.7,17.8,1029.3
HCLTECH,15-Mar-19,28-Mar-19,840,146.85,22.55,1029.3
HCLTECH,15-Mar-19,28-Mar-19,860,132.7,28.05,1029.3
HCLTECH,15-Mar-19,28-Mar-19,880,119.35,34.35,1029.3
HCLTECH,15-Mar-19,28-Mar-19,900,162.1,0.65,1029.3
HCLTECH,15-Mar-19,28-Mar-19,920,95.4,1.2,1029.3
HCLTECH,15-Mar-19,28-Mar-19,940,84.75,1.6,1029.3
HCLTECH,15-Mar-19,28-Mar-19,960,55.1,2.3,1029.3
HCLTECH,15-Mar-19,28-Mar-19,980,49.4,4.1,1029.3
HCLTECH,15-Mar-19,28-Mar-19,1000,43.3,7.75,1029.3
HCLTECH,15-Mar-19,28-Mar-19,1020,27.8,13.4,1029.3
HCLTECH,15-Mar-19,28-Mar-19,1040,18.1,23.05,1029.3
HCLTECH,15-Mar-19,28-Mar-19,1060,10.95,36.65,1029.3
HCLTECH,15-Mar-19,28-Mar-19,1080,6.4,53.4,1029.3
HCLTECH,15-Mar-19,28-Mar-19,1100,4,71.35,1029.3
HCLTECH,15-Mar-19,28-Mar-19,1120,2.4,64.85,1029.3
HCLTECH,15-Mar-19,28-Mar-19,1140,1.8,191.1,1029.3
HCLTECH,15-Mar-19,28-Mar-19,1160,1.45,207.65,1029.3
HCLTECH,15-Mar-19,28-Mar-19,1180,1,224.6,1029.3
HCLTECH,15-Mar-19,28-Mar-19,1200,1.15,241.95,1029.3
HCLTECH,15-Mar-19,28-Mar-19,1220,10.85,259.55,1029.3
HCLTECH,15-Mar-19,28-Mar-19,1240,9.15,277.5,1029.3
HCLTECH,15-Mar-19,28-Mar-19,1260,7.7,295.65,1029.3
HCLTECH,15-Mar-19,28-Mar-19,760,210.7,7.9,1029.3
HCLTECH,18-Mar-19,28-Mar-19,740,228.2,5.75,1012
HCLTECH,18-Mar-19,28-Mar-19,1280,6.45,314.05,1012
HCLTECH,18-Mar-19,28-Mar-19,780,193.75,10.55,1012
HCLTECH,18-Mar-19,28-Mar-19,800,177.4,13.85,1012
HCLTECH,18-Mar-19,28-Mar-19,820,161.7,17.8,1012
